tradingdate,tradingtime,symbol,lastprice,buyprice01,sellprice01
2025-08-22,2025-08-22 09:29:00.200,IO2606-C-4800,157.6,156.4,171.2
2025-08-22,2025-08-22 09:30:00.200,IO2606-C-4800,157.6,156.4,171.2
2025-08-22,2025-08-22 09:30:00.700,IO2606-C-4800,157.6,156.4,171.2
2025-08-22,2025-08-22 09:30:01.200,IO2606-C-4800,157.6,156.4,171.2
2025-08-22,2025-08-22 09:30:01.700,IO2606-C-4800,157.6,156.6,171.0
2025-08-22,2025-08-22 09:30:02.200,IO2606-C-4800,157.6,156.6,171.0
2025-08-22,2025-08-22 09:30:12.200,IO2606-C-4800,157.6,156.4,171.2
2025-08-22,2025-08-22 09:30:12.700,IO2606-C-4800,157.6,156.4,171.2
2025-08-22,2025-08-22 09:30:13.200,IO2606-C-4800,157.6,156.6,171.2
2025-08-22,2025-08-22 09:30:14.200,IO2606-C-4800,157.6,156.6,171.2
2025-08-22,2025-08-22 09:30:14.700,IO2606-C-4800,157.6,156.6,171.2
2025-08-22,2025-08-22 09:30:16.200,IO2606-C-4800,157.6,156.6,171.2
2025-08-22,2025-08-22 09:30:17.200,IO2606-C-4800,157.6,156.6,171.2
2025-08-22,2025-08-22 09:30:17.700,IO2606-C-4800,157.6,156.6,171.2
2025-08-22,2025-08-22 09:30:18.200,IO2606-C-4800,157.6,156.6,171.2
2025-08-22,2025-08-22 09:30:18.700,IO2606-C-4800,157.6,156.6,171.2
2025-08-22,2025-08-22 09:30:19.200,IO2606-C-4800,157.6,156.6,171.2
2025-08-22,2025-08-22 09:30:19.700,IO2606-C-4800,157.6,158.6,170.8
2025-08-22,2025-08-22 09:30:20.200,IO2606-C-4800,157.6,158.6,170.8
2025-08-22,2025-08-22 09:30:20.700,IO2606-C-4800,157.6,158.8,170.8
2025-08-22,2025-08-22 09:30:21.200,IO2606-C-4800,157.6,158.8,170.8
2025-08-22,2025-08-22 09:30:21.700,IO2606-C-4800,157.6,158.8,170.8
2025-08-22,2025-08-22 09:30:22.200,IO2606-C-4800,157.6,158.8,170.8
2025-08-22,2025-08-22 09:30:23.700,IO2606-C-4800,157.6,159.0,170.8
2025-08-22,2025-08-22 09:30:24.200,IO2606-C-4800,157.6,159.0,170.8
2025-08-22,2025-08-22 09:30:25.200,IO2606-C-4800,157.6,159.0,170.8
2025-08-22,2025-08-22 09:30:25.700,IO2606-C-4800,157.6,159.0,170.8
2025-08-22,2025-08-22 09:30:27.700,IO2606-C-4800,157.6,159.0,170.8
2025-08-22,2025-08-22 09:30:29.200,IO2606-C-4800,157.6,159.0,170.8
2025-08-22,2025-08-22 09:30:29.700,IO2606-C-4800,157.6,159.0,170.8
2025-08-22,2025-08-22 09:30:32.200,IO2606-C-4800,157.6,159.0,170.8
2025-08-22,2025-08-22 09:30:33.200,IO2606-C-4800,157.6,159.0,170.8
2025-08-22,2025-08-22 09:30:36.700,IO2606-C-4800,157.6,161.2,168.6
2025-08-22,2025-08-22 09:30:37.200,IO2606-C-4800,157.6,161.4,168.6
2025-08-22,2025-08-22 09:30:37.700,IO2606-C-4800,157.6,161.4,168.6
2025-08-22,2025-08-22 09:30:38.200,IO2606-C-4800,157.6,161.4,168.6
2025-08-22,2025-08-22 09:30:38.700,IO2606-C-4800,157.6,161.4,168.6
2025-08-22,2025-08-22 09:30:39.700,IO2606-C-4800,157.6,161.4,168.6
2025-08-22,2025-08-22 09:30:40.700,IO2606-C-4800,157.6,161.6,168.6
2025-08-22,2025-08-22 09:30:41.200,IO2606-C-4800,157.6,161.6,168.6
2025-08-22,2025-08-22 09:30:41.700,IO2606-C-4800,157.6,161.6,168.6
2025-08-22,2025-08-22 09:30:42.700,IO2606-C-4800,157.6,161.6,168.8
2025-08-22,2025-08-22 09:30:45.700,IO2606-C-4800,157.6,161.6,168.8
2025-08-22,2025-08-22 09:30:46.200,IO2606-C-4800,157.6,161.6,168.8
2025-08-22,2025-08-22 09:30:46.700,IO2606-C-4800,157.6,161.8,168.8
2025-08-22,2025-08-22 09:30:47.200,IO2606-C-4800,157.6,161.8,168.8
2025-08-22,2025-08-22 09:30:47.700,IO2606-C-4800,157.6,161.8,168.8
2025-08-22,2025-08-22 09:30:48.700,IO2606-C-4800,157.6,161.8,169.0
2025-08-22,2025-08-22 09:30:50.200,IO2606-C-4800,157.6,162.0,169.0
2025-08-22,2025-08-22 09:30:51.700,IO2606-C-4800,157.6,162.0,169.2
2025-08-22,2025-08-22 09:30:52.200,IO2606-C-4800,157.6,162.0,169.2
