tradingdate,tradingtime,symbol,lastprice,buyprice01,sellprice01
2025-08-26,2025-08-26 09:29:00.000,IO2603-P-5000,704.8,687.8,749.0
2025-08-26,2025-08-26 09:30:00.500,IO2603-P-5000,704.8,687.8,745.8
2025-08-26,2025-08-26 09:30:01.000,IO2603-P-5000,704.8,687.8,745.8
2025-08-26,2025-08-26 09:30:02.000,IO2603-P-5000,704.8,687.8,745.8
2025-08-26,2025-08-26 09:30:06.500,IO2603-P-5000,704.8,687.8,745.8
2025-08-26,2025-08-26 09:30:12.000,IO2603-P-5000,704.8,687.8,745.8
2025-08-26,2025-08-26 09:30:12.500,IO2603-P-5000,704.8,687.8,745.8
2025-08-26,2025-08-26 09:30:13.000,IO2603-P-5000,704.8,688.0,745.6
2025-08-26,2025-08-26 09:30:13.500,IO2603-P-5000,704.8,688.0,745.6
2025-08-26,2025-08-26 09:30:15.000,IO2603-P-5000,704.8,688.0,745.6
2025-08-26,2025-08-26 09:30:15.500,IO2603-P-5000,704.8,673.6,745.6
2025-08-26,2025-08-26 09:30:16.000,IO2603-P-5000,704.8,673.6,745.6
2025-08-26,2025-08-26 09:30:18.500,IO2603-P-5000,704.8,673.6,745.6
2025-08-26,2025-08-26 09:30:24.500,IO2603-P-5000,704.8,673.6,761.2
2025-08-26,2025-08-26 09:30:29.500,IO2603-P-5000,704.8,673.6,761.2
2025-08-26,2025-08-26 09:30:33.000,IO2603-P-5000,704.8,673.6,761.0
2025-08-26,2025-08-26 09:30:44.000,IO2603-P-5000,704.8,712.4,737.2
2025-08-26,2025-08-26 09:30:44.500,IO2603-P-5000,704.8,712.4,737.2
2025-08-26,2025-08-26 09:30:45.000,IO2603-P-5000,704.8,712.4,737.2
2025-08-26,2025-08-26 09:30:45.500,IO2603-P-5000,704.8,705.6,737.8
2025-08-26,2025-08-26 09:30:46.000,IO2603-P-5000,704.8,705.6,737.8
2025-08-26,2025-08-26 09:30:47.000,IO2603-P-5000,704.8,705.6,737.8
2025-08-26,2025-08-26 09:30:47.500,IO2603-P-5000,704.8,705.6,737.8
2025-08-26,2025-08-26 09:30:51.000,IO2603-P-5000,704.8,705.6,737.8
2025-08-26,2025-08-26 09:30:51.500,IO2603-P-5000,704.8,705.6,737.8
2025-08-26,2025-08-26 09:30:52.000,IO2603-P-5000,704.8,705.6,737.8
2025-08-26,2025-08-26 09:31:10.000,IO2603-P-5000,704.8,706.4,731.2
2025-08-26,2025-08-26 09:31:10.500,IO2603-P-5000,704.8,706.4,731.2
2025-08-26,2025-08-26 09:31:22.500,IO2603-P-5000,704.8,706.4,731.2
2025-08-26,2025-08-26 09:31:23.000,IO2603-P-5000,704.8,706.4,731.2
2025-08-26,2025-08-26 09:31:33.000,IO2603-P-5000,704.8,706.4,731.2
2025-08-26,2025-08-26 09:31:33.500,IO2603-P-5000,704.8,706.4,731.2
2025-08-26,2025-08-26 09:31:50.500,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:31:51.000,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:31:51.500,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:31:56.000,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:31:57.500,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:32:08.000,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:32:08.500,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:32:09.000,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:32:09.500,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:32:10.500,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:32:11.500,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:32:12.000,IO2603-P-5000,704.8,706.6,731.0
2025-08-26,2025-08-26 09:32:12.500,IO2603-P-5000,704.8,706.6,727.0
2025-08-26,2025-08-26 09:32:13.000,IO2603-P-5000,704.8,704.8,726.8
2025-08-26,2025-08-26 09:32:13.500,IO2603-P-5000,704.8,705.0,726.6
2025-08-26,2025-08-26 09:32:14.000,IO2603-P-5000,704.8,705.0,726.6
2025-08-26,2025-08-26 09:32:16.500,IO2603-P-5000,704.8,705.0,726.6
2025-08-26,2025-08-26 09:32:39.500,IO2603-P-5000,705.0,705.0,726.6
2025-08-26,2025-08-26 09:32:46.000,IO2603-P-5000,705.0,705.0,726.6
2025-08-26,2025-08-26 09:32:51.000,IO2603-P-5000,705.0,705.2,726.4
2025-08-26,2025-08-26 09:32:51.500,IO2603-P-5000,705.0,705.2,726.4
2025-08-26,2025-08-26 09:32:57.500,IO2603-P-5000,705.0,705.2,726.4
2025-08-26,2025-08-26 09:32:58.000,IO2603-P-5000,705.2,705.2,724.8
2025-08-26,2025-08-26 09:32:58.500,IO2603-P-5000,705.2,705.2,724.6
2025-08-26,2025-08-26 09:32:59.000,IO2603-P-5000,705.2,705.2,724.6
2025-08-26,2025-08-26 09:32:59.500,IO2603-P-5000,705.2,705.2,725.0
2025-08-26,2025-08-26 09:33:01.000,IO2603-P-5000,705.2,705.2,725.0
2025-08-26,2025-08-26 09:33:01.500,IO2603-P-5000,705.2,705.2,725.0
2025-08-26,2025-08-26 09:33:02.000,IO2603-P-5000,705.2,705.2,725.0
2025-08-26,2025-08-26 09:33:05.000,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:05.500,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:06.500,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:07.000,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:13.500,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:14.000,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:14.500,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:15.000,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:34.500,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:35.000,IO2603-P-5000,705.2,707.4,721.8
2025-08-26,2025-08-26 09:33:47.500,IO2603-P-5000,705.2,707.6,721.6
