tradingdate,tradingtime,symbol,lastprice,buyprice01,sellprice01
2025-08-21,2025-08-21 09:29:00.000,MO2606-P-8200,1607.8,1517.4,1703.4
2025-08-21,2025-08-21 09:30:00.500,MO2606-P-8200,1607.8,1517.4,1689.8
2025-08-21,2025-08-21 09:30:01.000,MO2606-P-8200,1607.8,1520.4,1689.8
2025-08-21,2025-08-21 09:30:01.500,MO2606-P-8200,1607.8,1520.4,1689.8
2025-08-21,2025-08-21 09:30:02.000,MO2606-P-8200,1607.8,1520.4,1689.8
2025-08-21,2025-08-21 09:30:03.500,MO2606-P-8200,1607.8,1520.4,1684.2
2025-08-21,2025-08-21 09:30:09.500,MO2606-P-8200,1607.8,1520.4,1690.2
2025-08-21,2025-08-21 09:30:10.500,MO2606-P-8200,1607.8,1520.4,1691.8
2025-08-21,2025-08-21 09:30:12.000,MO2606-P-8200,1607.8,1520.4,1691.8
2025-08-21,2025-08-21 09:30:12.500,MO2606-P-8200,1607.8,1520.4,1691.8
2025-08-21,2025-08-21 09:30:13.000,MO2606-P-8200,1607.8,1520.4,1691.8
2025-08-21,2025-08-21 09:30:15.500,MO2606-P-8200,1607.8,1520.4,1691.8
2025-08-21,2025-08-21 09:30:19.500,MO2606-P-8200,1607.8,1520.4,1691.8
2025-08-21,2025-08-21 09:30:23.500,MO2606-P-8200,1607.8,1520.4,1691.8
2025-08-21,2025-08-21 09:30:28.000,MO2606-P-8200,1607.8,1520.4,1691.8
2025-08-21,2025-08-21 09:30:29.000,MO2606-P-8200,1607.8,1520.6,1691.6
2025-08-21,2025-08-21 09:30:40.500,MO2606-P-8200,1607.8,1583.2,1619.0
2025-08-21,2025-08-21 09:30:41.000,MO2606-P-8200,1607.8,1583.2,1619.0
2025-08-21,2025-08-21 09:30:41.500,MO2606-P-8200,1607.8,1583.2,1619.2
2025-08-21,2025-08-21 09:30:42.000,MO2606-P-8200,1607.8,1583.4,1619.0
2025-08-21,2025-08-21 09:30:42.500,MO2606-P-8200,1607.8,1583.4,1619.0
2025-08-21,2025-08-21 09:30:43.000,MO2606-P-8200,1607.8,1583.4,1619.0
2025-08-21,2025-08-21 09:30:43.500,MO2606-P-8200,1607.8,1583.4,1619.0
2025-08-21,2025-08-21 09:30:44.000,MO2606-P-8200,1607.8,1583.4,1619.0
2025-08-21,2025-08-21 09:30:52.500,MO2606-P-8200,1607.8,1583.4,1619.0
2025-08-21,2025-08-21 09:30:53.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:30:53.500,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:30:54.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:30:55.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:30:55.500,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:30:57.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:06.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:09.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:09.500,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:10.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:17.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:17.500,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:18.500,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:33.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:36.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:38.500,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:39.000,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:39.500,MO2606-P-8200,1607.8,1586.6,1619.0
2025-08-21,2025-08-21 09:31:40.000,MO2606-P-8200,1607.8,1585.2,1616.8
2025-08-21,2025-08-21 09:31:40.500,MO2606-P-8200,1607.8,1585.2,1616.8
2025-08-21,2025-08-21 09:31:41.000,MO2606-P-8200,1607.8,1585.2,1616.8
2025-08-21,2025-08-21 09:31:42.000,MO2606-P-8200,1607.8,1585.2,1616.8
2025-08-21,2025-08-21 09:31:43.500,MO2606-P-8200,1607.8,1585.2,1616.8
2025-08-21,2025-08-21 09:31:46.500,MO2606-P-8200,1607.8,1585.2,1616.8
2025-08-21,2025-08-21 09:31:47.000,MO2606-P-8200,1607.8,1585.2,1616.8
2025-08-21,2025-08-21 09:31:47.500,MO2606-P-8200,1607.8,1585.2,1612.6
2025-08-21,2025-08-21 09:31:48.500,MO2606-P-8200,1607.8,1585.2,1612.6
2025-08-21,2025-08-21 09:31:49.000,MO2606-P-8200,1607.8,1585.2,1612.6
2025-08-21,2025-08-21 09:31:50.500,MO2606-P-8200,1607.8,1585.2,1612.6
2025-08-21,2025-08-21 09:31:57.500,MO2606-P-8200,1607.8,1585.2,1612.6
2025-08-21,2025-08-21 09:32:00.500,MO2606-P-8200,1607.8,1585.4,1612.4
2025-08-21,2025-08-21 09:32:01.000,MO2606-P-8200,1607.8,1585.4,1612.4
2025-08-21,2025-08-21 09:32:01.500,MO2606-P-8200,1607.8,1585.4,1612.4
2025-08-21,2025-08-21 09:32:02.000,MO2606-P-8200,1607.8,1585.4,1612.4
2025-08-21,2025-08-21 09:32:03.500,MO2606-P-8200,1607.8,1585.4,1612.4
2025-08-21,2025-08-21 09:32:05.000,MO2606-P-8200,1607.8,1585.4,1612.4
2025-08-21,2025-08-21 09:32:06.500,MO2606-P-8200,1607.8,1585.4,1612.4
2025-08-21,2025-08-21 09:32:10.500,MO2606-P-8200,1607.8,1585.6,1612.2
2025-08-21,2025-08-21 09:32:11.500,MO2606-P-8200,1607.8,1585.6,1612.2
2025-08-21,2025-08-21 09:32:16.500,MO2606-P-8200,1607.8,1585.6,1612.2
2025-08-21,2025-08-21 09:32:20.500,MO2606-P-8200,1607.8,1585.8,1612.0
2025-08-21,2025-08-21 09:32:21.000,MO2606-P-8200,1607.8,1585.8,1612.0
2025-08-21,2025-08-21 09:32:21.500,MO2606-P-8200,1607.8,1585.8,1612.0
2025-08-21,2025-08-21 09:32:30.500,MO2606-P-8200,1607.8,1586.0,1611.8
2025-08-21,2025-08-21 09:32:40.500,MO2606-P-8200,1607.8,1586.2,1611.6
2025-08-21,2025-08-21 09:32:41.500,MO2606-P-8200,1607.8,1586.2,1611.6
2025-08-21,2025-08-21 09:32:42.000,MO2606-P-8200,1607.8,1586.2,1611.6
2025-08-21,2025-08-21 09:32:42.500,MO2606-P-8200,1607.8,1586.2,1611.6
2025-08-21,2025-08-21 09:32:50.500,MO2606-P-8200,1607.8,1586.4,1611.4
2025-08-21,2025-08-21 09:32:52.000,MO2606-P-8200,1607.8,1586.4,1611.4
2025-08-21,2025-08-21 09:32:59.000,MO2606-P-8200,1607.8,1586.4,1611.4
2025-08-21,2025-08-21 09:33:00.500,MO2606-P-8200,1607.8,1586.6,1611.2
2025-08-21,2025-08-21 09:33:05.500,MO2606-P-8200,1607.8,1586.6,1611.2
2025-08-21,2025-08-21 09:33:10.500,MO2606-P-8200,1607.8,1586.8,1611.0
2025-08-21,2025-08-21 09:33:20.500,MO2606-P-8200,1607.8,1587.0,1610.8
2025-08-21,2025-08-21 09:33:29.000,MO2606-P-8200,1607.8,1587.0,1610.8
2025-08-21,2025-08-21 09:33:30.500,MO2606-P-8200,1607.8,1587.2,1610.6
2025-08-21,2025-08-21 09:33:31.000,MO2606-P-8200,1607.8,1587.2,1610.6
2025-08-21,2025-08-21 09:33:38.500,MO2606-P-8200,1607.8,1587.2,1610.6
2025-08-21,2025-08-21 09:33:41.000,MO2606-P-8200,1607.8,1587.4,1610.4
2025-08-21,2025-08-21 09:33:51.000,MO2606-P-8200,1607.8,1587.6,1610.2
2025-08-21,2025-08-21 09:33:58.500,MO2606-P-8200,1607.8,1590.4,1610.2
2025-08-21,2025-08-21 09:33:59.000,MO2606-P-8200,1607.8,1590.4,1610.2
2025-08-21,2025-08-21 09:34:01.000,MO2606-P-8200,1607.8,1590.4,1610.0
2025-08-21,2025-08-21 09:34:02.500,MO2606-P-8200,1607.8,1590.4,1610.0
2025-08-21,2025-08-21 09:34:06.500,MO2606-P-8200,1607.8,1590.4,1610.0
2025-08-21,2025-08-21 09:34:07.500,MO2606-P-8200,1607.8,1590.4,1610.0
2025-08-21,2025-08-21 09:34:09.000,MO2606-P-8200,1607.8,1590.4,1610.0
2025-08-21,2025-08-21 09:34:09.500,MO2606-P-8200,1607.8,1590.4,1610.0
2025-08-21,2025-08-21 09:34:10.000,MO2606-P-8200,1607.8,1590.4,1610.0
2025-08-21,2025-08-21 09:34:10.500,MO2606-P-8200,1607.8,1590.4,1610.0
2025-08-21,2025-08-21 09:34:11.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:11.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:12.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:12.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:13.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:13.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:14.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:14.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:15.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:15.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:16.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:16.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:17.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:17.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:18.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:18.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:19.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:19.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:20.000,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:20.500,MO2606-P-8200,1607.8,1590.4,1609.8
2025-08-21,2025-08-21 09:34:21.000,MO2606-P-8200,1607.8,1590.4,1609.6
2025-08-21,2025-08-21 09:34:21.500,MO2606-P-8200,1607.8,1590.4,1609.6
2025-08-21,2025-08-21 09:34:22.000,MO2606-P-8200,1607.8,1590.4,1609.6
2025-08-21,2025-08-21 09:34:28.000,MO2606-P-8200,1607.8,1590.4,1611.4
2025-08-21,2025-08-21 09:34:28.500,MO2606-P-8200,1607.8,1590.4,1611.4
2025-08-21,2025-08-21 09:34:29.000,MO2606-P-8200,1607.8,1590.4,1611.4
2025-08-21,2025-08-21 09:34:29.500,MO2606-P-8200,1607.8,1590.4,1611.4
2025-08-21,2025-08-21 09:34:31.000,MO2606-P-8200,1607.8,1590.6,1611.4
2025-08-21,2025-08-21 09:34:31.500,MO2606-P-8200,1607.8,1590.6,1611.4
2025-08-21,2025-08-21 09:34:32.000,MO2606-P-8200,1607.8,1590.6,1611.4
2025-08-21,2025-08-21 09:34:38.500,MO2606-P-8200,1607.8,1590.6,1611.2
2025-08-21,2025-08-21 09:34:41.000,MO2606-P-8200,1607.8,1590.8,1611.2
2025-08-21,2025-08-21 09:34:42.000,MO2606-P-8200,1607.8,1590.8,1612.2
2025-08-21,2025-08-21 09:34:42.500,MO2606-P-8200,1607.8,1590.8,1612.2
2025-08-21,2025-08-21 09:34:43.000,MO2606-P-8200,1607.8,1590.8,1612.2
2025-08-21,2025-08-21 09:34:43.500,MO2606-P-8200,1607.8,1590.8,1612.2
2025-08-21,2025-08-21 09:34:44.000,MO2606-P-8200,1607.8,1590.8,1612.2
2025-08-21,2025-08-21 09:34:44.500,MO2606-P-8200,1607.8,1590.8,1612.2
2025-08-21,2025-08-21 09:34:45.000,MO2606-P-8200,1607.8,1595.6,1612.2
2025-08-21,2025-08-21 09:34:45.500,MO2606-P-8200,1607.8,1595.6,1612.2
2025-08-21,2025-08-21 09:34:47.500,MO2606-P-8200,1607.8,1595.6,1612.2
2025-08-21,2025-08-21 09:34:48.000,MO2606-P-8200,1607.8,1595.6,1612.2
2025-08-21,2025-08-21 09:34:48.500,MO2606-P-8200,1607.8,1595.6,1612.2
2025-08-21,2025-08-21 09:34:49.000,MO2606-P-8200,1607.8,1595.6,1612.2
2025-08-21,2025-08-21 09:34:50.000,MO2606-P-8200,1607.8,1595.6,1613.4
2025-08-21,2025-08-21 09:34:50.500,MO2606-P-8200,1607.8,1595.6,1613.4
2025-08-21,2025-08-21 09:34:51.000,MO2606-P-8200,1607.8,1595.6,1613.4
2025-08-21,2025-08-21 09:34:53.500,MO2606-P-8200,1607.8,1595.6,1613.4
2025-08-21,2025-08-21 09:34:58.000,MO2606-P-8200,1607.8,1595.6,1613.4
2025-08-21,2025-08-21 09:34:59.000,MO2606-P-8200,1607.8,1595.6,1614.2
2025-08-21,2025-08-21 09:34:59.500,MO2606-P-8200,1607.8,1595.6,1614.2
2025-08-21,2025-08-21 09:35:00.000,MO2606-P-8200,1607.8,1595.6,1614.2
2025-08-21,2025-08-21 09:35:00.500,MO2606-P-8200,1607.8,1595.6,1614.4
2025-08-21,2025-08-21 09:35:01.000,MO2606-P-8200,1607.8,1595.6,1615.6
2025-08-21,2025-08-21 09:35:01.500,MO2606-P-8200,1607.8,1595.6,1615.6
2025-08-21,2025-08-21 09:35:02.000,MO2606-P-8200,1607.8,1595.6,1615.6
2025-08-21,2025-08-21 09:35:02.500,MO2606-P-8200,1607.8,1595.6,1615.6
2025-08-21,2025-08-21 09:35:04.500,MO2606-P-8200,1607.8,1595.6,1615.6
2025-08-21,2025-08-21 09:35:05.500,MO2606-P-8200,1607.8,1595.6,1615.6
2025-08-21,2025-08-21 09:35:08.000,MO2606-P-8200,1607.8,1595.8,1615.6
2025-08-21,2025-08-21 09:35:08.500,MO2606-P-8200,1607.8,1595.8,1615.6
2025-08-21,2025-08-21 09:35:09.000,MO2606-P-8200,1607.8,1595.8,1615.6
2025-08-21,2025-08-21 09:35:09.500,MO2606-P-8200,1607.8,1595.8,1615.6
2025-08-21,2025-08-21 09:35:10.000,MO2606-P-8200,1607.8,1595.8,1615.6
2025-08-21,2025-08-21 09:35:15.500,MO2606-P-8200,1607.8,1595.8,1615.4
2025-08-21,2025-08-21 09:35:18.000,MO2606-P-8200,1607.8,1596.0,1615.4
2025-08-21,2025-08-21 09:35:19.500,MO2606-P-8200,1607.8,1596.0,1615.6
2025-08-21,2025-08-21 09:35:28.000,MO2606-P-8200,1607.8,1596.2,1615.6
2025-08-21,2025-08-21 09:35:29.500,MO2606-P-8200,1607.8,1596.2,1616.0
2025-08-21,2025-08-21 09:35:30.000,MO2606-P-8200,1607.8,1596.2,1616.0
2025-08-21,2025-08-21 09:35:30.500,MO2606-P-8200,1607.8,1596.2,1617.4
2025-08-21,2025-08-21 09:35:31.000,MO2606-P-8200,1607.8,1596.2,1617.4
2025-08-21,2025-08-21 09:35:31.500,MO2606-P-8200,1607.8,1596.2,1618.4
2025-08-21,2025-08-21 09:35:32.000,MO2606-P-8200,1607.8,1596.2,1618.4
2025-08-21,2025-08-21 09:35:32.500,MO2606-P-8200,1607.8,1596.2,1618.4
2025-08-21,2025-08-21 09:35:33.000,MO2606-P-8200,1607.8,1596.2,1618.4
2025-08-21,2025-08-21 09:35:33.500,MO2606-P-8200,1607.8,1596.2,1618.4
2025-08-21,2025-08-21 09:35:34.000,MO2606-P-8200,1607.8,1596.2,1618.4
2025-08-21,2025-08-21 09:35:34.500,MO2606-P-8200,1607.8,1596.2,1618.4
2025-08-21,2025-08-21 09:35:35.500,MO2606-P-8200,1607.8,1596.2,1618.4
2025-08-21,2025-08-21 09:35:37.000,MO2606-P-8200,1607.8,1596.2,1618.4
2025-08-21,2025-08-21 09:35:38.000,MO2606-P-8200,1607.8,1596.4,1618.4
2025-08-21,2025-08-21 09:35:42.000,MO2606-P-8200,1607.8,1596.4,1618.4
2025-08-21,2025-08-21 09:35:45.500,MO2606-P-8200,1607.8,1596.4,1618.4
2025-08-21,2025-08-21 09:35:48.000,MO2606-P-8200,1607.8,1596.6,1618.4
2025-08-21,2025-08-21 09:35:48.500,MO2606-P-8200,1607.8,1596.6,1618.4
2025-08-21,2025-08-21 09:35:53.000,MO2606-P-8200,1607.8,1596.6,1618.4
2025-08-21,2025-08-21 09:35:56.000,MO2606-P-8200,1607.8,1596.6,1618.4
2025-08-21,2025-08-21 09:35:56.500,MO2606-P-8200,1607.8,1596.6,1618.4
2025-08-21,2025-08-21 09:35:58.000,MO2606-P-8200,1607.8,1596.8,1618.4
2025-08-21,2025-08-21 09:35:59.000,MO2606-P-8200,1607.8,1596.4,1618.4
2025-08-21,2025-08-21 09:35:59.500,MO2606-P-8200,1607.8,1596.4,1618.4
2025-08-21,2025-08-21 09:36:00.000,MO2606-P-8200,1607.8,1596.4,1618.4
2025-08-21,2025-08-21 09:36:03.000,MO2606-P-8200,1607.8,1596.4,1618.2
2025-08-21,2025-08-21 09:36:06.500,MO2606-P-8200,1607.8,1596.4,1618.2
2025-08-21,2025-08-21 09:36:07.000,MO2606-P-8200,1607.8,1596.4,1618.2
2025-08-21,2025-08-21 09:36:13.000,MO2606-P-8200,1607.8,1596.4,1618.0
2025-08-21,2025-08-21 09:36:13.500,MO2606-P-8200,1607.8,1596.6,1618.0
2025-08-21,2025-08-21 09:36:14.000,MO2606-P-8200,1607.8,1596.6,1618.0
2025-08-21,2025-08-21 09:36:20.000,MO2606-P-8200,1607.8,1596.6,1618.0
2025-08-21,2025-08-21 09:36:20.500,MO2606-P-8200,1607.8,1596.6,1618.0
2025-08-21,2025-08-21 09:36:21.000,MO2606-P-8200,1607.8,1596.6,1618.0
2025-08-21,2025-08-21 09:36:23.000,MO2606-P-8200,1607.8,1596.6,1617.8
2025-08-21,2025-08-21 09:36:23.500,MO2606-P-8200,1607.8,1596.6,1617.8
2025-08-21,2025-08-21 09:36:33.000,MO2606-P-8200,1607.8,1596.6,1617.6
2025-08-21,2025-08-21 09:36:42.000,MO2606-P-8200,1607.8,1596.6,1617.6
2025-08-21,2025-08-21 09:36:43.000,MO2606-P-8200,1607.8,1596.6,1617.4
2025-08-21,2025-08-21 09:36:50.000,MO2606-P-8200,1607.8,1596.6,1617.4
2025-08-21,2025-08-21 09:36:53.000,MO2606-P-8200,1607.8,1596.6,1617.2
2025-08-21,2025-08-21 09:36:54.500,MO2606-P-8200,1607.8,1596.6,1617.2
2025-08-21,2025-08-21 09:37:03.000,MO2606-P-8200,1607.8,1596.6,1617.0
2025-08-21,2025-08-21 09:37:04.500,MO2606-P-8200,1607.8,1596.8,1617.0
2025-08-21,2025-08-21 09:37:05.000,MO2606-P-8200,1607.8,1596.8,1617.0
2025-08-21,2025-08-21 09:37:09.000,MO2606-P-8200,1607.8,1596.6,1617.0
2025-08-21,2025-08-21 09:37:10.000,MO2606-P-8200,1607.8,1596.4,1617.0
